[count_stat/run.sh] running 246: count_stat/run.sh cas 4 3 btormc btor2
[btor>mc] initialized forward frame at bound k = 77
[btor>mc] initialized forward frame at bound k = 78
[btor>mc] initialized forward frame at bound k = 79
[btor>mc] initialized forward frame at bound k = 80
[btor>mc] initialized forward frame at bound k = 81
[btor>mc] initialized forward frame at bound k = 82
[btor>mc] initialized forward frame at bound k = 83
[btor>mc] initialized forward frame at bound k = 84
[btor>mc] initialized forward frame at bound k = 85
[btor>mc] initialized forward frame at bound k = 86
[btor>mc] initialized forward frame at bound k = 87
[btor>mc] initialized forward frame at bound k = 88
[btor>mc] initialized forward frame at bound k = 89
[btor>mc] initialized forward frame at bound k = 90
[btor>mc] initialized forward frame at bound k = 91
[btor>mc] initialized forward frame at bound k = 92
[btor>mc] initialized forward frame at bound k = 93
[btor>mc] initialized forward frame at bound k = 94
[btor>mc] initialized forward frame at bound k = 95
[btor>mc] initialized forward frame at bound k = 96
[btor>mc] initialized forward frame at bound k = 97
[btor>mc] initialized forward frame at bound k = 98
[btor>mc] initialized forward frame at bound k = 99
[btor>mc] initialized forward frame at bound k = 100
[btor>mc] initialized forward frame at bound k = 101
[btor>mc] initialized forward frame at bound k = 102
[btor>mc] initialized forward frame at bound k = 103
[btor>mc] initialized forward frame at bound k = 104
[btor>mc] initialized forward frame at bound k = 105
[btor>mc] initialized forward frame at bound k = 106
[btor>mc] initialized forward frame at bound k = 107
[btor>mc] initialized forward frame at bound k = 108
[btor>mc] initialized forward frame at bound k = 109
[btor>mc] initialized forward frame at bound k = 110
[btor>mc] initialized forward frame at bound k = 111
[btor>mc] initialized forward frame at bound k = 112
[btor>mc] initialized forward frame at bound k = 113
[btor>mc] initialized forward frame at bound k = 114
[btor>mc] initialized forward frame at bound k = 115
[btor>mc] initialized forward frame at bound k = 116
[btor>mc] initialized forward frame at bound k = 117
[btor>mc] initialized forward frame at bound k = 118
[btor>mc] initialized forward frame at bound k = 119
[btor>mc] initialized forward frame at bound k = 120
[btor>mc] initialized forward frame at bound k = 121
[btor>mc] initialized forward frame at bound k = 122
[btor>mc] initialized forward frame at bound k = 123
[btor>mc] initialized forward frame at bound k = 124
[btor>mc] initialized forward frame at bound k = 125
[btor>mc] initialized forward frame at bound k = 126
[btor>mc] initialized forward frame at bound k = 127
[btor>mc] initialized forward frame at bound k = 128
[btor>mc] initialized forward frame at bound k = 129
[btor>mc] initialized forward frame at bound k = 130
[btor>mc] initialized forward frame at bound k = 131
[btor>mc] initialized forward frame at bound k = 132
[btor>mc] initialized forward frame at bound k = 133
[btor>mc] initialized forward frame at bound k = 134
[btor>mc] initialized forward frame at bound k = 135
[btor>mc] initialized forward frame at bound k = 136
[btor>mc] initialized forward frame at bound k = 137
[btor>mc] initialized forward frame at bound k = 138
[btor>mc] initialized forward frame at bound k = 139
[btor>mc] initialized forward frame at bound k = 140
[btor>mc] initialized forward frame at bound k = 141
[btor>mc] initialized forward frame at bound k = 142
[btor>mc] initialized forward frame at bound k = 143
[btor>mc] initialized forward frame at bound k = 144
[btor>mc] initialized forward frame at bound k = 145
[btor>mc] initialized forward frame at bound k = 146
[btor>mc] initialized forward frame at bound k = 147
[btor>mc] initialized forward frame at bound k = 148
[btor>mc] initialized forward frame at bound k = 149
[btor>mc] initialized forward frame at bound k = 150
[btor>mc] initialized forward frame at bound k = 151
[btor>mc] initialized forward frame at bound k = 152
[btor>mc] initialized forward frame at bound k = 153
[btor>mc] initialized forward frame at bound k = 154
[btor>mc] initialized forward frame at bound k = 155
[btor>mc] initialized forward frame at bound k = 156
[btor>mc] initialized forward frame at bound k = 157
[btor>mc] initialized forward frame at bound k = 158
[btor>mc] initialized forward frame at bound k = 159
[btor>mc] initialized forward frame at bound k = 160
[btor>mc] initialized forward frame at bound k = 161
[btor>mc] initialized forward frame at bound k = 162
[btor>mc] initialized forward frame at bound k = 163
[btor>mc] initialized forward frame at bound k = 164
[btor>mc] initialized forward frame at bound k = 165
[btor>mc] initialized forward frame at bound k = 166
[btor>mc] initialized forward frame at bound k = 167
[btor>mc] initialized forward frame at bound k = 168
[btor>mc] initialized forward frame at bound k = 169
[btor>mc] initialized forward frame at bound k = 170
[btor>mc] initialized forward frame at bound k = 171
[btor>mc] initialized forward frame at bound k = 172
[btor>mc] initialized forward frame at bound k = 173
[btor>mc] initialized forward frame at bound k = 174
[btor>mc] initialized forward frame at bound k = 175
[btor>mc] initialized forward frame at bound k = 176
[btor>mc] initialized forward frame at bound k = 177
[btor>mc] initialized forward frame at bound k = 178
[btor>mc] initialized forward frame at bound k = 179
[btor>mc] initialized forward frame at bound k = 180
[btor>mc] initialized forward frame at bound k = 181
[btor>mc] initialized forward frame at bound k = 182
[btor>mc] initialized forward frame at bound k = 183
[btor>mc] initialized forward frame at bound k = 184
[btor>mc] initialized forward frame at bound k = 185
[btor>mc] initialized forward frame at bound k = 186
[btor>mc] initialized forward frame at bound k = 187
[btor>mc] initialized forward frame at bound k = 188
[btor>mc] initialized forward frame at bound k = 189
[btor>mc] initialized forward frame at bound k = 190
[btor>mc] initialized forward frame at bound k = 191
[btor>mc] initialized forward frame at bound k = 192
[btor>mc] initialized forward frame at bound k = 193
[btor>mc] initialized forward frame at bound k = 194
[btor>mc] initialized forward frame at bound k = 195
[btor>mc] initialized forward frame at bound k = 196
[btor>mc] initialized forward frame at bound k = 197
[btor>mc] initialized forward frame at bound k = 198
[btor>mc] initialized forward frame at bound k = 199
[btor>mc] initialized forward frame at bound k = 200
[btor>mc] initialized forward frame at bound k = 201
[btor>mc] initialized forward frame at bound k = 202
[btor>mc] initialized forward frame at bound k = 203
[btor>mc] initialized forward frame at bound k = 204
[btor>mc] initialized forward frame at bound k = 205
[btor>mc] initialized forward frame at bound k = 206
[btor>mc] initialized forward frame at bound k = 207
[btor>mc] initialized forward frame at bound k = 208
[btor>mc] initialized forward frame at bound k = 209
[btor>mc] initialized forward frame at bound k = 210
[btor>mc] initialized forward frame at bound k = 211
[btor>mc] initialized forward frame at bound k = 212
[btor>mc] initialized forward frame at bound k = 213
[btor>mc] initialized forward frame at bound k = 214
[btor>mc] initialized forward frame at bound k = 215
[btor>mc] initialized forward frame at bound k = 216
[btor>mc] initialized forward frame at bound k = 217
[btor>mc] initialized forward frame at bound k = 218
[btor>mc] initialized forward frame at bound k = 219
[btor>mc] initialized forward frame at bound k = 220
[btor>mc] initialized forward frame at bound k = 221
[btor>mc] initialized forward frame at bound k = 222
[btor>mc] initialized forward frame at bound k = 223
[btor>mc] initialized forward frame at bound k = 224
[btor>mc] initialized forward frame at bound k = 225
[btor>mc] initialized forward frame at bound k = 226
[btor>mc] initialized forward frame at bound k = 227
[btor>mc] initialized forward frame at bound k = 228
[btor>mc] initialized forward frame at bound k = 229
[btor>mc] initialized forward frame at bound k = 230
[btor>mc] initialized forward frame at bound k = 231
[btor>mc] initialized forward frame at bound k = 232
[btor>mc] initialized forward frame at bound k = 233
[btor>mc] initialized forward frame at bound k = 234
[btor>mc] initialized forward frame at bound k = 235
[btor>mc] initialized forward frame at bound k = 236
[btor>mc] initialized forward frame at bound k = 237
[btor>mc] initialized forward frame at bound k = 238
[btor>mc] initialized forward frame at bound k = 239
[btor>mc] initialized forward frame at bound k = 240
[btor>mc] initialized forward frame at bound k = 241
[btor>mc] initialized forward frame at bound k = 242
[btor>mc] initialized forward frame at bound k = 243
[btor>mc] initialized forward frame at bound k = 244
[btor>mc] initialized forward frame at bound k = 245
[btor>mc] initialized forward frame at bound k = 246
[btor>mc] initialized forward frame at bound k = 247
[btor>mc] initialized forward frame at bound k = 248
[btor>mc] initialized forward frame at bound k = 249
[btor>mc] initialized forward frame at bound k = 250
[btor>mc] initialized forward frame at bound k = 251
[btor>mc] initialized forward frame at bound k = 252
[btor>mc] initialized forward frame at bound k = 253
[btor>mc] initialized forward frame at bound k = 254
[btor>mc] initialized forward frame at bound k = 255
[btor>mc] initialized forward frame at bound k = 256
[btor>mc] initialized forward frame at bound k = 257
[btor>mc] initialized forward frame at bound k = 258
[btor>mc] initialized forward frame at bound k = 259
[btor>mc] initialized forward frame at bound k = 260
[btor>mc] initialized forward frame at bound k = 261
[btor>mc] initialized forward frame at bound k = 262
[btor>mc] initialized forward frame at bound k = 263
[btor>mc] initialized forward frame at bound k = 264
[btor>mc] initialized forward frame at bound k = 265
[btor>mc] initialized forward frame at bound k = 266
[btor>mc] initialized forward frame at bound k = 267
[btor>mc] initialized forward frame at bound k = 268
[btor>mc] initialized forward frame at bound k = 269
[btor>mc] initialized forward frame at bound k = 270
[btor>mc] initialized forward frame at bound k = 271
[btor>mc] initialized forward frame at bound k = 272
[btor>mc] initialized forward frame at bound k = 273
[btor>mc] initialized forward frame at bound k = 274
[btor>mc] initialized forward frame at bound k = 275
[btor>mc] initialized forward frame at bound k = 276
[btor>mc] initialized forward frame at bound k = 277
[btor>mc] initialized forward frame at bound k = 278
[btor>mc] initialized forward frame at bound k = 279
[btor>mc] initialized forward frame at bound k = 280
[btor>mc] initialized forward frame at bound k = 281
[btor>mc] initialized forward frame at bound k = 282
[btor>mc] initialized forward frame at bound k = 283
[btor>mc] initialized forward frame at bound k = 284
[btor>mc] initialized forward frame at bound k = 285
[btor>mc] initialized forward frame at bound k = 286
[btor>mc] initialized forward frame at bound k = 287
[btor>mc] initialized forward frame at bound k = 288
[btor>mc] initialized forward frame at bound k = 289
[btor>mc] initialized forward frame at bound k = 290
[btor>mc] initialized forward frame at bound k = 291
[btor>mc] initialized forward frame at bound k = 292
[btor>mc] initialized forward frame at bound k = 293
[btor>mc] initialized forward frame at bound k = 294
[btor>mc] initialized forward frame at bound k = 295
[btor>mc] initialized forward frame at bound k = 296
[btor>mc] initialized forward frame at bound k = 297
[btor>mc] initialized forward frame at bound k = 298
[btor>mc] initialized forward frame at bound k = 299
[btor>mc] initialized forward frame at bound k = 300
[btor>mc] initialized forward frame at bound k = 301
[btor>mc] initialized forward frame at bound k = 302
[btor>mc] initialized forward frame at bound k = 303
[btor>mc] initialized forward frame at bound k = 304
[btor>mc] initialized forward frame at bound k = 305
[btor>mc] initialized forward frame at bound k = 306
[btor>mc] initialized forward frame at bound k = 307
[btor>mc] initialized forward frame at bound k = 308
[btor>mc] initialized forward frame at bound k = 309
[btor>mc] initialized forward frame at bound k = 310
[btor>mc] initialized forward frame at bound k = 311
[btor>mc] initialized forward frame at bound k = 312
[btor>mc] initialized forward frame at bound k = 313
[btor>mc] initialized forward frame at bound k = 314
[btor>mc] initialized forward frame at bound k = 315
[btor>mc] initialized forward frame at bound k = 316
[btor>mc] initialized forward frame at bound k = 317
[btor>mc] initialized forward frame at bound k = 318
[btor>mc] initialized forward frame at bound k = 319
[btor>mc] initialized forward frame at bound k = 320
[btor>mc] initialized forward frame at bound k = 321
[btor>mc] initialized forward frame at bound k = 322
[btor>mc] initialized forward frame at bound k = 323
[btor>mc] initialized forward frame at bound k = 324
[btor>mc] initialized forward frame at bound k = 325
[btor>mc] initialized forward frame at bound k = 326
[btor>mc] initialized forward frame at bound k = 327
[btor>mc] initialized forward frame at bound k = 328
[btor>mc] initialized forward frame at bound k = 329
[btor>mc] initialized forward frame at bound k = 330
[btor>mc] initialized forward frame at bound k = 331
[btor>mc] initialized forward frame at bound k = 332
[btor>mc] initialized forward frame at bound k = 333
[btor>mc] initialized forward frame at bound k = 334
[btor>mc] initialized forward frame at bound k = 335
[btor>mc] initialized forward frame at bound k = 336
[btor>mc] initialized forward frame at bound k = 337
[btor>mc] initialized forward frame at bound k = 338
[btor>mc] initialized forward frame at bound k = 339
[btor>mc] initialized forward frame at bound k = 340
[btor>mc] initialized forward frame at bound k = 341
[btor>mc] initialized forward frame at bound k = 342
[btor>mc] initialized forward frame at bound k = 343
[btor>mc] initialized forward frame at bound k = 344
[btor>mc] initialized forward frame at bound k = 345
[btor>mc] initialized forward frame at bound k = 346
[btor>mc] initialized forward frame at bound k = 347
[btor>mc] initialized forward frame at bound k = 348
[btor>mc] initialized forward frame at bound k = 349
[btor>mc] initialized forward frame at bound k = 350
[btor>mc] initialized forward frame at bound k = 351
[btor>mc] initialized forward frame at bound k = 352
[btor>mc] initialized forward frame at bound k = 353
[btor>mc] initialized forward frame at bound k = 354
[btor>mc] initialized forward frame at bound k = 355
[btor>mc] initialized forward frame at bound k = 356
[btor>mc] initialized forward frame at bound k = 357
[btor>mc] initialized forward frame at bound k = 358
[btor>mc] initialized forward frame at bound k = 359
[btor>mc] checking forward frame at bound k = 359
[btor>mc] checking forward frame bad state property 0 at bound k = 359
[btor>core] calling SAT
[btor>core] found UFs, disable slice elimination
[btor>varsubst] 381 variables substituted in 0.0 seconds
[btor>embed] replaced 7456 embedded constraints in 0 seconds
[btor>embed] replaced 7 embedded constraints in 0 seconds
[btor>extract] set: 0 (0), set_inc: 0 (0), set_itoi: 0 (0), set_itoip1: 0 (0), cpy: 0 (0)
[btor>extract] extracted 0 lambdas in 0.000 seconds
[btor>preprocess] 1 rewriting rounds in 0.0 seconds
[btor>preprocess] simplification returned 0
[btor>slvfun] enabled core engine
[btor>sat] CaDiCaL allows both incremental and non-incremental mode
[btor>sat] initialized CaDiCaL
[btor>slvfun] 25107 AIG vars, 795341 AIG ands, 507371 CNF vars, 1611805 CNF clauses
[btorcore] 1 iterations, 39 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 797875 AIG ands, 508690 CNF vars, 1616370 CNF clauses
[btorcore] 2 iterations, 67 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 799672 AIG ands, 509622 CNF vars, 1619599 CNF clauses
[btorcore] 3 iterations, 96 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 801531 AIG ands, 510583 CNF vars, 1622931 CNF clauses
[btorcore] 4 iterations, 115 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 802706 AIG ands, 511183 CNF vars, 1625019 CNF clauses
[btorcore] 5 iterations, 156 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 804560 AIG ands, 512140 CNF vars, 1628339 CNF clauses
[btorcore] 6 iterations, 185 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 805999 AIG ands, 512876 CNF vars, 1630899 CNF clauses
[btorcore] 7 iterations, 215 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 807308 AIG ands, 513545 CNF vars, 1633226 CNF clauses
[btorcore] 8 iterations, 243 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 808222 AIG ands, 514012 CNF vars, 1634851 CNF clauses
[btorcore] 9 iterations, 264 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 808881 AIG ands, 514352 CNF vars, 1636031 CNF clauses
[btorcore] 10 iterations, 270 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 809083 AIG ands, 514459 CNF vars, 1636400 CNF clauses
[btorcore] 11 iterations, 279 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 809225 AIG ands, 514538 CNF vars, 1636669 CNF clauses
[btorcore] 12 iterations, 287 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 809374 AIG ands, 514621 CNF vars, 1636951 CNF clauses
[btorcore] 13 iterations, 300 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 809709 AIG ands, 514796 CNF vars, 1637556 CNF clauses
[btorcore] 14 iterations, 312 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 809990 AIG ands, 514949 CNF vars, 1638079 CNF clauses
[btorcore] 15 iterations, 342 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 811138 AIG ands, 515553 CNF vars, 1640164 CNF clauses
[btorcore] 16 iterations, 430 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 816577 AIG ands, 518465 CNF vars, 1650164 CNF clauses
[btorcore] 17 iterations, 673 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 832539 AIG ands, 526844 CNF vars, 1679093 CNF clauses
[btorcore] 18 iterations, 722 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 834413 AIG ands, 527823 CNF vars, 1682478 CNF clauses
[btorcore] 19 iterations, 784 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 838154 AIG ands, 529805 CNF vars, 1689304 CNF clauses
[btorcore] 20 iterations, 836 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 841376 AIG ands, 531491 CNF vars, 1695130 CNF clauses
[btorcore] 21 iterations, 855 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 842229 AIG ands, 531926 CNF vars, 1696644 CNF clauses
[btorcore] 22 iterations, 866 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 842559 AIG ands, 532096 CNF vars, 1697234 CNF clauses
[btorcore] 23 iterations, 937 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 845991 AIG ands, 533832 CNF vars, 1703290 CNF clauses
[btorcore] 24 iterations, 971 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 847241 AIG ands, 534475 CNF vars, 1705523 CNF clauses
[btorcore] 25 iterations, 979 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 847443 AIG ands, 534581 CNF vars, 1705889 CNF clauses
[btorcore] 26 iterations, 1067 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 851535 AIG ands, 536658 CNF vars, 1713128 CNF clauses
[btorcore] 27 iterations, 1106 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 853157 AIG ands, 537482 CNF vars, 1716000 CNF clauses
[btorcore] 28 iterations, 1128 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 853821 AIG ands, 537826 CNF vars, 1717192 CNF clauses
[btorcore] 29 iterations, 1207 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 857319 AIG ands, 539598 CNF vars, 1723372 CNF clauses
[btorcore] 30 iterations, 1218 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 857835 AIG ands, 539858 CNF vars, 1724280 CNF clauses
[btorcore] 31 iterations, 1260 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 859838 AIG ands, 540869 CNF vars, 1727809 CNF clauses
[btorcore] 32 iterations, 1293 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 860700 AIG ands, 541316 CNF vars, 1729358 CNF clauses
[btorcore] 33 iterations, 1320 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 862116 AIG ands, 542028 CNF vars, 1731846 CNF clauses
[btorcore] 34 iterations, 1359 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 863617 AIG ands, 542793 CNF vars, 1734509 CNF clauses
[btorcore] 35 iterations, 1371 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 864015 AIG ands, 542999 CNF vars, 1735223 CNF clauses
[btorcore] 36 iterations, 1388 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 864291 AIG ands, 543148 CNF vars, 1735734 CNF clauses
[btorcore] 37 iterations, 1392 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 864358 AIG ands, 543184 CNF vars, 1735858 CNF clauses
[btorcore] 38 iterations, 1402 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 864500 AIG ands, 543263 CNF vars, 1736127 CNF clauses
[btorcore] 39 iterations, 1412 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 864767 AIG ands, 543403 CNF vars, 1736611 CNF clauses
[btorcore] 40 iterations, 1430 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 865419 AIG ands, 543735 CNF vars, 1737767 CNF clauses
[btorcore] 41 iterations, 1447 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 865819 AIG ands, 543945 CNF vars, 1738493 CNF clauses
[btorcore] 42 iterations, 1465 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 866783 AIG ands, 544429 CNF vars, 1740185 CNF clauses
[btorcore] 43 iterations, 1486 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 867250 AIG ands, 544672 CNF vars, 1741026 CNF clauses
[btorcore] 44 iterations, 1496 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 867703 AIG ands, 544901 CNF vars, 1741825 CNF clauses
[btorcore] 45 iterations, 1503 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 868027 AIG ands, 545065 CNF vars, 1742397 CNF clauses
[btorcore] 46 iterations, 1513 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 868289 AIG ands, 545199 CNF vars, 1742863 CNF clauses
[btorcore] 47 iterations, 1527 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 868748 AIG ands, 545434 CNF vars, 1743680 CNF clauses
[btorcore] 48 iterations, 1538 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 869077 AIG ands, 545603 CNF vars, 1744267 CNF clauses
[btorcore] 49 iterations, 1545 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 869148 AIG ands, 545643 CNF vars, 1744403 CNF clauses
[btorcore] 50 iterations, 1582 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 870144 AIG ands, 546162 CNF vars, 1746200 CNF clauses
[btorcore] 51 iterations, 1598 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 870729 AIG ands, 546460 CNF vars, 1747238 CNF clauses
[btorcore] 52 iterations, 1604 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 870865 AIG ands, 546532 CNF vars, 1747486 CNF clauses
[btorcore] 53 iterations, 1607 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 870869 AIG ands, 546536 CNF vars, 1747498 CNF clauses
[btorcore] 54 iterations, 1616 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 871073 AIG ands, 546645 CNF vars, 1747873 CNF clauses
[btorcore] 55 iterations, 1633 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 871728 AIG ands, 546980 CNF vars, 1749038 CNF clauses
[btorcore] 56 iterations, 1655 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 872264 AIG ands, 547261 CNF vars, 1750009 CNF clauses
[btorcore] 57 iterations, 1668 lemmas, 0 ext. lemmas, vars 2499, applies 1425
[btor>slvfun] 25107 AIG vars, 872472 AIG ands, 547373 CNF vars, 1750393 CNF clauses
